sich abseilen;abseil;2021-12-30;Way in|Unit 3|Kl. 6
Turm;tower;2021-12-30;Way in|Unit 3|Kl. 6
Stufe;step;2021-12-30;Way in|Unit 3|Kl. 6
ungefähr|circa|etwa;about;2021-12-30;Way in|Unit 3|Kl. 6
Gefängnis;prison;2021-12-30;Way in|Unit 3|Kl. 6
königlich;royal;2021-12-30;Way in|Unit 3|Kl. 6
Kopie;copy;2021-12-30;Way in|Unit 3|Kl. 6
Es wurde ... gebaut.;It was built ...;2021-12-30;Way in|Unit 3|Kl. 6
Schriftsteller|Schriftstellerin;writer;2021-12-30;Way in|Unit 3|Kl. 6
als;than;2021-12-30;Way in|Unit 3|Kl. 6
vor;ago;2021-12-30;Way in|Unit 3|Kl. 6
Rad;wheel;2021-12-30;Way in|Unit 3|Kl. 6
Restaurant;restaurant;2021-12-30;Way in|Unit 3|Kl. 6
echt;really;2021-12-30;Way in|Unit 3|Kl. 6
Krank|schlecht;ill;2021-12-30;Speaking skills|Unit 2|Kl. 6
Halsschmerzen;sore troat;2021-12-30;Speaking skills|Unit 2|Kl. 6
Kopfschmerzen|Kopfweh;headache;2021-12-30;Speaking skills|Unit 2|Kl. 6
anschauen;have a look;2021-12-30;Speaking skills|Unit 2|Kl. 6
weh tun|verletzen;hurt;2021-12-30;Speaking skills|Unit 2|Kl. 6
ein bisschen;a little;2021-12-30;Speaking skills|Unit 2|Kl. 6
trinken;drink;2021-12-30;Speaking skills|Unit 2|Kl. 6
Bein;leg;2021-12-30;Speaking skills|Unit 2|Kl. 6
Bauchweh|Bauchschmerzen;Stomach ache;2021-12-30;Speaking skills|Unit 2|Kl. 6
brechen|zerbrechen;broken;2021-12-30;Speaking skills|Unit 2|Kl. 6
Mund;mouth;2021-12-30;Speaking skills|Unit 2|Kl. 6
Magen|Bauch;stomache;2021-12-30;Speaking skills|Unit 2|Kl. 6
Kopf;head;2021-12-30;Speaking skills|Unit 2|Kl. 6
Ohr;ear;2021-12-30;Speaking skills|Unit 2|Kl. 6
Patient|Patientin;patient;2021-12-30;Speaking skills|Unit 2|Kl. 6
Tablette;tablet;2021-12-30;Speaking skills|Unit 2|Kl. 6
sehr;a lot;2021-12-30;Speaking skills|Unit 2|Kl. 6
Karte;ticket;2021-12-30;Film corner|Unit 2|Kl. 6
Schauspielerworkshop;acting workshop;2021-12-30;Film corner|Unit 2|Kl. 6
sich merken|sich erinnern;remember;2021-12-30;Film corner|Unit 2|Kl. 6
nur;just;2021-12-30;Film corner|Unit 2|Kl. 6
glauben;believe;2021-12-30;Film corner|Unit 2|Kl. 6
dich selbst;yourself;2021-12-30;Film corner|Unit 2|Kl. 6
panisch werden;panic;2021-12-30;Film corner|Unit 2|Kl. 6
die|welche;who;2021-12-30;Film corner|Unit 2|Kl. 6
auf der Welt;in the world;2021-12-30;Film corner|Unit 2|Kl. 6
Weihnachtstheaterstück;pantomime;2021-12-30;Reading corner|Unit 2|Kl. 6
Vorspielen|Vorsprechen|Vorsingen|Vortanzen;audition;2021-12-30;Reading corner|Unit 2|Kl. 6
... schaut sich eine Anzeige an;... looking at an advert.;2021-12-30;Reading corner|Unit 2|Kl. 6
Kind;child;2021-12-30;Reading corner|Unit 2|Kl. 6
Vormittags;a.m.;2021-12-30;Reading corner|Unit 2|Kl. 6
Nachmittags;p.m.;2021-12-30;Reading corner|Unit 2|Kl. 6
Theater;theatre;2021-12-30;Reading corner|Unit 2|Kl. 6
Anmeldung;registration;2021-12-30;Reading corner|Unit 2|Kl. 6
Chance|Gelegenheit;chance;2021-12-30;Reading corner|Unit 2|Kl. 6
wenn|falls;if;2021-12-30;Reading corner|Unit 2|Kl. 6
verpassen;miss;2021-12-30;Reading corner|Unit 2|Kl. 6
Minute;minute;2021-12-30;Reading corner|Unit 2|Kl. 6
feststecken;be stuck;2021-12-30;Reading corner|Unit 2|Kl. 6
hinter;behind;2021-12-30;Reading corner|Unit 2|Kl. 6
Sofa;sofa;2021-12-30;Reading corner|Unit 2|Kl. 6
sich beeilen;hurry;2021-12-30;Reading corner|Unit 2|Kl. 6
nach;past;2021-12-30;Reading corner|Unit 2|Kl. 6
Dame|Frau;lady;2021-12-30;Reading corner|Unit 2|Kl. 6
zu;too;2021-12-30;Reading corner|Unit 2|Kl. 6
Es ist meine Schuld.;It´s my fault.;2021-12-30;Reading corner|Unit 2|Kl. 6
hineingehen;go on;2021-12-30;Reading corner|Unit 2|Kl. 6
Juror|Jurorin;judge;2021-12-30;Reading corner|Unit 2|Kl. 6
Gang|Flur;corridor;2021-12-30;Reading corner|Unit 2|Kl. 6
drinnen;in;2021-12-30;Reading corner|Unit 2|Kl. 6
wie viele;how many;2021-12-31;Station 2|Unit 2|Kl. 6
spielen;act;2021-12-31;Station 2|Unit 2|Kl. 6
jemals;ever;2021-12-31;Station 2|Unit 2|Kl. 6
nervös|aufgeregt;nervous;2021-12-31;Station 2|Unit 2|Kl. 6
verlegen;emberrassed;2021-12-31;Station 2|Unit 2|Kl. 6
jung;young;2021-12-31;Station 2|Unit 2|Kl. 6
Warst du schon in ...?;Have you ever been to ...?;2021-12-31;Station 2|Unit 2|Kl. 6
Seid ihr schon fertig?;Have you finished jet?;2021-12-31;Station 2|Unit 2|Kl. 6
schon;jet;2021-12-31;Station 2|Unit 2|Kl. 6
welche;wich;2021-12-31;Station 2|Unit 2|Kl. 6
Oma;grandma;2021-12-31;Station 2|Unit 2|Kl. 6
Italien;Italy;2021-12-31;Station 2|Unit 2|Kl. 6
Spanien;Spain;2021-12-31;Station 2|Unit 2|Kl. 6
Turkei;Turkey;2021-12-31;Station 2|Unit 2|Kl. 6
würde(n);would;2021-12-31;Station 2|Unit 2|Kl. 6
welche;what;2021-12-31;Station 2|Unit 2|Kl. 6
unglaublich|toll|erstaunlich;amazing;2021-12-31;Station 2|Unit 2|Kl. 6
ein anderer|noch ein;another;2021-12-31;Station 2|Unit 2|Kl. 6
würde(n) gern|hätte(n) gern;would like;2021-12-31;Station 2|Unit 2|Kl. 6
Regisseur|Regisseurin;director;2021-12-31;Jobs|Unit 2|Kl. 6
Friseur|Friseurin;hairdresser;2021-12-31;Jobs|Unit 2|Kl. 6
Ingenieuer|Ingenieuerin|Techniker|Technikerin;engineer;2021-12-31;Jobs|Unit 2|Kl. 6
Kellner;waiter;2021-12-31;Jobs|Unit 2|Kl. 6
Arzt|Ärztin;doctor;2021-12-31;Jobs|Unit 2|Kl. 6
Krankenschwester, -pfleger;nurse;2021-12-31;Jobs|Unit 2|Kl. 6
LKW-Fahrer|LKW-Fahrerin;lorry driver;2021-12-31;Jobs|Unit 2|Kl. 6
Bauarbeiter|Bauarbeiterin;buildner;2021-12-31;Jobs|Unit 2|Kl. 6
Verkäufer|Verkäuferin;shop assistent;2021-12-31;Jobs|Unit 2|Kl. 6
Koch|Köchin;chef;2021-12-31;Jobs|Unit 2|Kl. 6
Tierarzt|Tierärztin;vet;2021-12-31;Jobs|Unit 2|Kl. 6
Einkäufe machen|Besorgungen machen;do the shopping;2021-12-31;Jobs around the house|Unit 2|Kl. 6
den Müll rausbringen;take the rubbish out;2021-12-31;Jobs around the house|Unit 2|Kl. 6
dein Schlafzimmer aufräumen;tidy (up) your bedroom;2021-12-31;Jobs around the house|Unit 2|Kl. 6
deine Fußballschuhe putzen;clean your Football boots;2021-12-31;Jobs around the house|Unit 2|Kl. 6
den Fußboden fegen;sweep the floor;2021-12-31;Jobs around the house|Unit 2|Kl. 6
den Tisch decken;lay the table;2021-12-31;Jobs around the house|Unit 2|Kl. 6
abspülen;do the washing up;2021-12-31;Jobs around the house|Unit 2|Kl. 6
die Flaschen zum Altglascontainer bringen;take bottles to the bottle bank;2021-12-31;Jobs around the house|Unit 2|Kl. 6
den Tisch abräumen;clear the table;2021-12-31;Jobs around the house|Unit 2|Kl. 6
mein Schlafzimmer staubsaugen;hoover my bedroom;2021-12-31;Jobs around the house|Unit 2|Kl. 6
Schauspieler|Schauspielerin;actor;2021-12-31;Station 1|Unit 2|Kl. 6
Arbeit|Beruf;job;2021-12-31;Station 1|Unit 2|Kl. 6
gerade (eben)|soeben;just;2021-12-31;Station 1|Unit 2|Kl. 6
ankommen;arrive;2021-12-31;Station 1|Unit 2|Kl. 6
Flug;flight;2021-12-31;Station 1|Unit 2|Kl. 6
schon|bereits;already;2021-12-31;Station 1|Unit 2|Kl. 6
fertigstellen|vervollständigen;finish;2021-12-31;Station 1|Unit 2|Kl. 6
Liste;list;2021-12-31;Station 1|Unit 2|Kl. 6
warten;wait;2021-12-31;Station 1|Unit 2|Kl. 6
noch nicht;not ... yet;2021-12-31;Station 1|Unit 2|Kl. 6
Supermarkt;supermarket;2021-12-31;Station 1|Unit 2|Kl. 6
morgen;2moro (tomorow);2021-12-31;Station 1|Unit 2|Kl. 6
lernen;learn;2021-12-31;Station 1|Unit 2|Kl. 6
Text;lines;2021-12-31;Station 1|Unit 2|Kl. 6
Interview|Befragung;interview;2021-12-31;Station 1|Unit 2|Kl. 6
Abgemacht!;It´s a date.;2021-12-31;Station 1|Unit 2|Kl. 6
großartig|toll;gr8 (great);2021-12-31;Station 1|Unit 2|Kl. 6
Bis später;CU (See you!);2021-12-31;Station 1|Unit 2|Kl. 6
Bushaltestelle;bus stop;2021-12-31;Station 1|Unit 2|Kl. 6
Du bist fantastisch.;You´re a star.;2021-12-31;Station 1|Unit 2|Kl. 6
Stiefel;boot;2021-12-31;Station 1|Unit 2|Kl. 6
eine SMS schreiben;text;2021-12-31;Station 1|Unit 2|Kl. 6
Website;website;2021-12-31;Station 1|Unit 2|Kl. 6
Vokabular|Wortschatz;vokabulary;2021-12-31;Station 1|Unit 2|Kl. 6
Spieler|Spielerin;player;2021-12-31;Way in|Unit 2|Kl. 6
Menschenmenge;crowd;2021-12-31;Way in|Unit 2|Kl. 6
Preis;prize;2021-12-31;Way in|Unit 2|Kl. 6
Bühne;stage;2021-12-31;Way in|Unit 2|Kl. 6
organiesiren;organize;2021-12-31;Way in|Unit 2|Kl. 6
Flohmarkt;jumble sale;2021-12-31;Way in|Unit 2|Kl. 6
sich fühlen|Angst haben;be arfraid;2021-12-31;Way in|Unit 2|Kl. 6
anderen;others;2021-12-31;Way in|Unit 2|Kl. 6
Du schaffst es!;You can do it!;2021-12-31;Way in|Unit 2|Kl. 6
zeichnen;draw;2021-12-31;Way in|Unit 2|Kl. 6
Bild;picture;2021-12-31;Way in|Unit 2|Kl. 6
Aufgabe|Tätigkeit;job;2021-12-31;Way in|Unit 2|Kl. 6
Star;star;2021-12-31;Way in|Unit 2|Kl. 6
Wie man...;How to...;2021-12-31;Viewing skills|Unit 1|Kl. 6
höflich;polite;2021-12-31;Viewing skills|Unit 1|Kl. 6
Szene;scene;2021-12-31;Viewing skills|Unit 1|Kl. 6
laufen;walk;2021-12-31;Viewing skills|Unit 1|Kl. 6
zeigen;show;2021-12-31;Viewing skills|Unit 1|Kl. 6
kennen lernen;get to know;2021-12-31;Viewing skills|Unit 1|Kl. 6
Was man...;What to...;2021-12-31;Viewing skills|Unit 1|Kl. 6
Situation;situation;2021-12-31;Viewing skills|Unit 1|Kl. 6
beste;best;2021-12-31;Viewing skills|Unit 1|Kl. 6
Warteschlange;queue;2021-12-31;Viewing skills|Unit 1|Kl. 6
Rolltreppe;escalator;2021-12-31;Viewing skills|Unit 1|Kl. 6
aufwachen;wake up;2021-12-31;Viewing skills|Unit 1|Kl. 6
sich entschuldigen;say sorry;2021-12-31;Viewing skills|Unit 1|Kl. 6
zwischen;between;2021-12-31;Film corner|Unit 1|Kl. 6
Versuch;experiment;2021-12-31;Film corner|Unit 1|Kl. 6
hast du;have you got;2021-12-31;Film corner|Unit 1|Kl. 6
Comic(heft);comic;2021-12-31;Film corner|Unit 1|Kl. 6
ruinieren|zerstören;ruin;2021-12-31;Film corner|Unit 1|Kl. 6
brechen|zerbrechen;break;2021-12-31;Film corner|Unit 1|Kl. 6
absichtlich;on purpose;2021-12-31;Film corner|Unit 1|Kl. 6
wahr;true;2021-12-31;Film corner|Unit 1|Kl. 6
Hör(t) auf!;Stop it!;2021-12-31;Film corner|Unit 1|Kl. 6
recht haben;be right;2021-12-31;Film corner|Unit 1|Kl. 6
in Ordnung|alles klar;allright;2021-12-31;Film corner|Unit 1|Kl. 6
Glückstag;lucky day;2021-12-31;Reading corner|Unit 1|Kl. 6
im Bus;on the bus;2021-12-31;Reading corner|Unit 1|Kl. 6
holen;get;2021-12-31;Reading corner|Unit 1|Kl. 6
zum Mitnehmen;takeaway;2021-12-31;Reading corner|Unit 1|Kl. 6
heute Abend|heue Nacht;tonight;2021-12-31;Reading corner|Unit 1|Kl. 6
Punktestand;score;2021-12-31;Reading corner|Unit 1|Kl. 6
Auge;eye;2021-12-31;Reading corner|Unit 1|Kl. 6
alles;everything;2021-12-31;Reading corner|Unit 1|Kl. 6
aus ... heraus;out of;2021-12-31;Reading corner|Unit 1|Kl. 6
Haltestelle|Halt;stop;2021-12-31;Reading corner|Unit 1|Kl. 6
morgen;tomorow;2021-12-31;Reading corner|Unit 1|Kl. 6
Treppe;stairs (pl);2021-12-31;Reading corner|Unit 1|Kl. 6
aussteigen;get off;2021-12-31;Reading corner|Unit 1|Kl. 6
beenden|enden|aufhören;finish;2021-12-31;Reading corner|Unit 1|Kl. 6
Tasche|Hosentasche;pocket;2021-12-31;Reading corner|Unit 1|Kl. 6
aufschauen|nachschauen;look up;2021-12-31;Reading corner|Unit 1|Kl. 6
anrufen|telefonieren;phone;2021-12-31;Reading corner|Unit 1|Kl. 6
Gesellschaft|Firma;company;2021-12-31;Reading corner|Unit 1|Kl. 6
genießen;enjoy;2021-12-31;Reading corner|Unit 1|Kl. 6
Abendessen;dinner;2021-12-31;Reading corner|Unit 1|Kl. 6
überhaupt nicht, gar nicht;not at all;2021-12-31;Reading corner|Unit 1|Kl. 6
vorsichtig|sorgfältig;careful;2021-12-31;Reading corner|Unit 1|Kl. 6
plötzlich|auf einmal;suddenly;2021-12-31;Reading corner|Unit 1|Kl. 6
schreien|rufen;shout;2021-12-31;Reading corner|Unit 1|Kl. 6
geben;gave;2021-12-31;Reading corner|Unit 1|Kl. 6
Auseinandersetzeung|streit;argument;2021-12-31;Station 2|Unit 1|Kl. 6
der Blaue;the blue one;2021-12-31;Station 2|Unit 1|Kl. 6
ausleihen;borrow;2021-12-31;Station 2|Unit 1|Kl. 6
bringen|mitbringen;bring;2021-12-31;Station 2|Unit 1|Kl. 6
verstehen;understand;2021-12-31;Station 2|Unit 1|Kl. 6
verlieren;lose;2021-12-31;Station 2|Unit 1|Kl. 6
müssen;have to;2021-12-31;Station 2|Unit 1|Kl. 6
meins|meine;mine;2021-12-31;Station 2|Unit 1|Kl. 6
wenn|als;when;2021-12-31;Station 2|Unit 1|Kl. 6
aussehen|sehen;look;2021-12-31;Station 2|Unit 1|Kl. 6
ihre;hers;2021-12-31;Station 2|Unit 1|Kl. 6
Das ist passiert.;That´s what happend.;2021-12-31;Station 2|Unit 1|Kl. 6
geschehen|passieren;happen;2021-12-31;Station 2|Unit 1|Kl. 6
leihen|verleihen;lend;2021-12-31;Station 2|Unit 1|Kl. 6
so;so;2021-12-31;Station 2|Unit 1|Kl. 6
derselbe|gleich;the same;2021-12-31;Station 2|Unit 1|Kl. 6
wie;as;2021-12-31;Station 2|Unit 1|Kl. 6
Macht nichts|Schon gut|Mach dir nichts draus;Never mind;2021-12-31;Station 2|Unit 1|Kl. 6
seins|seiner;his;2021-12-31;Station 2|Unit 1|Kl. 6
Klub|Verein;club;2021-12-31;Station 2|Unit 1|Kl. 6
klein;little;2021-12-31;Station 2|Unit 1|Kl. 6
Telefon;phone;2021-12-31;Station 2|Unit 1|Kl. 6
Was ist los?|Was stimmt nicht?;What´s wrong?;2021-12-31;Station 2|Unit 1|Kl. 6
benutzen|verwenden;use;2021-12-31;Station 2|Unit 1|Kl. 6
Es ist egal.;It doesen´t matter.;2021-12-31;Station 2|Unit 1|Kl. 6
Mach dir keine Sorgen.;Don´t worry.;2021-12-31;Station 2|Unit 1|Kl. 6
Konzert;concert;2021-12-31;Station 2|Unit 1|Kl. 6
wieder|noch einmal;again;2021-12-31;Station 2|Unit 1|Kl. 6
überrascht;surprised;2021-12-31;Feelings|Unit 1|Kl. 6
beunruhigt|besorgt;worried;2021-12-31;Feelings|Unit 1|Kl. 6
wütend|verärgert|zornig|böse;angry;2021-12-31;Feelings|Unit 1|Kl. 6
aufgeregt|begeistert;excited;2021-12-31;Feelings|Unit 1|Kl. 6
unglücklich;unhappy;2021-12-31;Feelings|Unit 1|Kl. 6
Sommer;summer;2021-12-31;Station 1|Unit 1|Kl. 6
Eltern;parents;2021-12-31;Station 1|Unit 1|Kl. 6
übernachten|bleiben;stay;2021-12-31;Station 1|Unit 1|Kl. 6
Stadt|Großstadt;city;2021-12-31;Station 1|Unit 1|Kl. 6
Cousin|Cousine;cousin;2021-12-31;Station 1|Unit 1|Kl. 6
singen;sing;2021-12-31;Station 1|Unit 1|Kl. 6
bevor;befor;2021-12-31;Station 1|Unit 1|Kl. 6
heiraten;get married;2021-12-31;Station 1|Unit 1|Kl. 6
Hochzeit;weeding;2021-12-31;Station 1|Unit 1|Kl. 6
Ende|Schluss;end;2021-12-31;Station 1|Unit 1|Kl. 6
essen;ate;2021-12-31;Station 1|Unit 1|Kl. 6
Kricket;cricket;2021-12-31;Station 1|Unit 1|Kl. 6
Ball;ball;2021-12-31;Station 1|Unit 1|Kl. 6
Großvater;grandfather;2021-12-31;Station 1|Unit 1|Kl. 6
gut;well;2021-12-31;Station 1|Unit 1|Kl. 6
(sich) fühlen;feel;2021-12-31;Station 1|Unit 1|Kl. 6
Holly is dran.;It´s Holly´s turn.;2021-12-31;Station 1|Unit 1|Kl. 6
zusammen;everyone;2021-12-31;Station 1|Unit 1|Kl. 6
nehmen;took;2021-12-31;Station 1|Unit 1|Kl. 6
eine Band gründen;start a band;2022-01-01;Holiday activities|Unit 1|Kl. 6
fotogarfieren|Fotos machen;take photos;2022-01-01;Holiday activities|Unit 1|Kl. 6
einkaufen gehen;go shopping;2022-01-01;Holiday activities|Unit 1|Kl. 6
ein Museum besuchen;visit a museum;2022-01-01;Holiday activities|Unit 1|Kl. 6
in einem Hotel übernachten;stay in a hotel;2022-01-01;Holiday activities|Unit 1|Kl. 6
Mir geht es gut.;I´m fine.;2022-01-01;Way in|Unit 1|Kl. 6
Jamaika;Jamaica;2022-01-01;Way in|Unit 1|Kl. 6
Tante;aunt;2022-01-01;Way in|Unit 1|Kl. 6
besuchen;visit;2022-01-01;Way in|Unit 1|Kl. 6
Großeltern;grandparents;2022-01-01;Way in|Unit 1|Kl. 6
sich erkundigen nach|fragen nach;ask about;2022-01-01;Way in|Unit 1|Kl. 6
sprechen über;talk about;2022-01-01;Way in|Unit 1|Kl. 6
Hut;hat;2022-01-01;Way in|Unit 1|Kl. 6
eine Nachtwanderung machen;go on a night walk;2022-01-01;Station 2|Unit 6|Kl. 5
Taschenlampe;torch;2022-01-01;Station 2|Unit 6|Kl. 5
dunkel;dark;2022-01-01;Station 2|Unit 6|Kl. 5
hören;heard;2022-01-01;Station 2|Unit 6|Kl. 5
werden;get;2022-01-01;Station 2|Unit 6|Kl. 5
nass;wet;2022-01-01;Station 2|Unit 6|Kl. 5
weil|da;because;2022-01-01;Station 2|Unit 6|Kl. 5
Viele Grüße;Best wishes;2022-01-01;Station 2|Unit 6|Kl. 5
Grafschaft in Südwestengland;Devon;2022-01-01;Station 2|Unit 6|Kl. 5
Wie ist das Wetter?;What´s the weather like?;2022-01-01;Station 2|Unit 6|Kl. 5
Idee|Ahnung;idea;2022-01-01;Station 2|Unit 6|Kl. 5
rechtszeit;in time;2022-01-01;Station 2|Unit 6|Kl. 5
